story_lh1,story_lh2,story_rh1,story_rh2,zyg
0.8478844388412035,-1.097681897436178,-0.07280639938050512,0.8176557337038823,1.0
-0.846235806937104,-0.9418686121267829,0.8063591515163534,1.2686969881789814,1.0
-2.022164013032787,-1.8541890175490732,1.8810022426041648,1.632689333969747,1.0
-1.9977695039560714,0.2397281271343107,1.5986727155016334,-0.12230623990000837,1.0
-0.26667819950070437,0.8149059711579587,-0.9289908356247953,-1.4381226523767112,1.0
0.037087959354026874,0.8195781968725807,-0.35221747433479655,-0.6099512692513002,1.0
-0.4121830664419845,-0.765756934002729,0.14196612568007336,0.7911649528441359,1.0
-0.7726668637864228,-0.7138239707075283,-0.30299861532142347,0.28428647286933895,1.0
-0.5294047724473099,-0.307938090013159,-0.05035126904246775,-2.6364016602642018,1.0
-0.5529517969991804,-0.2663679363888473,0.3491536706184006,0.510442114389511,1.0
0.6068927190955498,0.4986428518816926,0.6333347236414002,0.40533862236561685,1.0
0.7663670742738915,-0.6951366925393888,-0.8560603451770991,0.5790507336457136,1.0
0.6842254887602262,1.0673869060461845,-0.7624877607995125,-1.805022119688119,1.0
-1.4386305789857168,0.14595119149174735,-0.40388140572529324,-0.5309652320320775,1.0
0.036164045512545706,0.4976858202905461,-0.8450062749003652,-1.282946263927278,1.0
-0.5096759593626227,-1.1030379006732678,0.06230041496149756,0.7203816225901254,1.0
0.7875143873125531,1.396077741619572,0.0898007743598103,-0.29058443763803943,1.0
2.1125858130149737,1.3078278992926589,-0.9111097693404944,-0.893815320958866,1.0
0.04889155923481378,-0.3607988378533755,-0.7531373121094649,-0.40414568354727215,1.0
-0.75801701029368,-1.4348400978862783,1.439113604683925,1.124113612058221,1.0
-0.1836039531412291,-0.5524244315540079,-0.7268864695536797,0.1406682473436429,1.0
-0.4105385458358019,-0.9330715849634593,0.807100424119343,0.6018570175237675,1.0
0.38260689285366983,-0.4390354312473801,-0.06928787080267652,0.3898572053634752,1.0
-0.31570874095758833,-0.4940141069433747,0.8916422844612569,1.1269754806130783,1.0
0.5702384094012793,0.12967204848485944,-2.7380030915982405,-0.8162757160180099,1.0
