"","story","math"
"1",0.270149976623093,0.292702761536019
"2",0.482258956690295,0.0676992842064006
"3",0.473001238141616,0.357941812031685
"4",0.282884784465057,0.216429463630795
"5",0.531409599948838,0.200102210264571
"6",0.487394757949327,0.362885205725068
"7",0.396185366703614,0.321440340044645
"8",0.4565396174759,0.290037376756277
"9",0.324267342997188,0.187558522381827
"10",0.425363137711648,0.0992773298327935
"11",0.26577890115644,0.375079730176308
"12",0.545274986099888,0.108668332758951
"13",0.528850905730971,0.281456226090054
"14",0.465412080023101,0.276621375888472
"15",0.409454188666605,0.251291638434461
"16",0.319024073993632,0.298578646405372
"17",0.37485959482834,0.232538745234163
"18",0.447631852963637,0.259967983741674
"19",0.35435030243783,0.275332117411628
"20",0.509063944018256,0.274295596682864
"21",0.416361099900321,0.268973874625942
"22",0.464114145971832,0.260273588254955
"23",0.344042657972417,0.176143913320364
"24",0.367736540096007,0.29141959459067
"25",0.506384433246679,0.396621524503936
"26",0.53003224864523,0.121938304017122
"27",0.450010753869484,0.264039186146597
"28",0.348631677274707,0.184332327588904
"29",0.29377822115093,0.126708383945886
"30",0.425033245069575,0.297786372968671
"31",0.443451078365549,0.270954856440812
"32",0.279358518353719,0.349234774283244
"33",0.318429419406218,0.341892221954948
"34",0.4022736574277,0.205715783531062
"35",0.597621122787514,0.235948388764114
"36",0.45883721877306,0.359770085935272
"37",0.411417716425394,0.312976764172686
"38",0.232758789936482,0.0766528923553385
"39",0.500511156317384,0.170600233355164
"40",0.261108836730853,0.186065383341072
"41",0.444350548846714,0.328121678120573
"42",0.375563817040567,0.333219782023065
"43",0.288795704222625,0.301307056891455
"44",0.539384124670725,0.254874134937671
"45",0.411742945820254,0.0697550158562701
"46",0.382114937762072,0.237603881603705
"47",0.315755404600477,0.203881709980117
"48",0.383558402702071,0.194267143913218
"49",0.389887171619694,0.293503056469193
"50",0.418985011778472,0.200740310953592
"51",0.270896945605869,0.255676515154171
"52",0.391359698533859,0.309025082184215
"53",0.269105956397783,0.172756386643702
"54",0.289380374748972,0.0365440824868406
"55",0.418354707266299,0.30793204175616
"56",0.461591948162358,0.225017053215383
"57",0.287512978866084,0.251379057980609
"58",0.463876352121912,0.383471601839861
"59",0.284045742849709,0.232140352543779
"60",0.365366222552402,0.121084986720583
"61",0.308271086842559,0.349284588117651
"62",0.370882289367595,0.195826924154592
"63",0.325546531798292,0.149974098814511
"64",0.372451095333731,0.210738580847146
"65",0.380292968733963,0.22665426211398
"66",0.452728436288834,0.149276044436723
"67",0.419546795491075,0.35395726408057
"68",0.406293983148612,0.23723220226696
"69",0.5023632948457,0.279114683064302
"70",0.436295935162926,0.21825986830339
"71",0.395711486709327,0.301205433758237
"72",0.438846010233126,0.242938101843863
"73",0.422075828847519,0.16494346140362
"74",0.400447833546888,0.287009959100746
"75",0.454971996220859,0.131811704148368
"76",0.344802462189694,0.331502196537466
"77",0.484092923977977,0.309763096157874
"78",0.419894842970597,0.340644785575256
"79",0.341549728866382,0.236056462887135
"80",0.197019112581369,0.254501331748528
"81",0.45758694502029,0.280958884183008
"82",0.470262561188289,0.176525273480218
"83",0.36204026278642,0.211766210957898
"84",0.534978499442134,0.30411457049291
"85",0.348905270023227,0.292918270316832
"86",0.441805886028828,0.207697606213099
"87",0.368186598780373,0.261112546424
"88",0.525547718436735,0.185767160213818
"89",0.327539045620419,0.120388271409909
"90",0.254808500844728,0.348942760833622
"91",0.485201578266078,0.365854756794882
"92",0.442920167027482,0.404471082326402
"93",0.483930519056215,0.201718904551218
"94",0.393954414482017,0.0960377605200701
"95",0.479408936505812,0.251511939298217
"96",0.477147380585005,0.389062345629257
"97",0.378822232604201,0.127149534224673
"98",0.493217874821191,0.0727757531380805
"99",0.454684330514217,0.109382390184877
"100",0.387004901786115,0.333557633697213
"101",0.338352808046755,0.477959230015537
"102",0.270997494389293,0.204063939858738
"103",0.479178925578327,0.335016367276043
