story1,story2,math1,math2,zyg
-0.5585224544859,1.0865173313827277,0.38487597343479885,1.046087697307657,1.0
0.8985210464676486,1.184236246949427,-0.06576207776247325,-0.289586279437763,1.0
2.1135393116015035,1.9708289520489404,-0.19232483796634645,1.227796499932227,1.0
1.9879871974735377,-0.23831406618658604,1.2009895387373617,-1.2377893746878077,1.0
-0.24245942493180758,-1.1811575608521534,-0.8183542368062809,-1.3374341397131564,1.0
-0.20193505059510586,-0.7930679893377508,0.5242814030151959,-0.9958783211438652,1.0
0.3247935797159662,0.8700549391446436,-0.8062853468205522,0.9995553089925096,1.0
0.3508430477403433,0.6121972546187896,1.8053173409047705,1.0736130431745845,1.0
0.3106675251693203,-1.004723919841566,1.6337990057676335,0.2391435682542432,1.0
0.5236962051235963,0.4156336139091289,-1.4318893513813693,-0.26131849097200954,1.0
-0.10375699190567414,-0.13038541234774687,-1.2505739028110177,1.7341619729585853,1.0
-0.8705191881726106,0.7131712541516412,0.13621911473894638,-0.19843666925985592,1.0
-0.7803852520342444,-1.5246504163266907,-0.11323319364520044,-0.13282454851254782,1.0
0.7335715838075465,-0.3150662286918207,2.045709545166782,1.0845495690909892,1.0
-0.4191205815770821,-0.9168647204641395,1.1365435166499316,0.8541824006630183,1.0
0.3506640562482716,1.0538258125168867,-0.5669020795203223,0.6749212436033102,1.0
-0.4672526726138465,-1.0348525136432172,-0.9167475429466025,-1.2677397882024986,1.0
-1.741881783989464,-1.264211677314383,-0.6744286419963864,-0.5272225921421783,1.0
-0.37375423918617295,0.07274144995242013,-1.0217326781812426,1.3837602520565062,1.0
1.1426881608486328,1.4447606457991968,0.5458241506327872,-0.23032552786899363,1.0
-0.21145584322282046,0.4329131599983355,-0.050057170988577995,0.5391054124884616,1.0
0.6359079195640871,0.891148517741367,0.17367487536609766,0.9595660541071681,1.0
-0.27212006446751513,0.46233481225108225,-1.423642025801725,0.6044752173014575,1.0
0.6158326743607282,0.8617799633768942,-0.900056097958676,0.02937107112605377,1.0
-1.623506817027241,-0.46731989983902533,0.6833069835893778,0.8175565583838212,1.0
1.4063159647592685,1.3778360972958268,2.2559919118651446,1.2820441443315616,1.0
-0.5033640286036324,-0.2565240098804015,2.7283045198072986,0.5378681030998173,1.0
-0.15541467424947028,0.8740703862328748,-0.07811024728302653,0.6837483086875,1.0
-1.798898942355982,-1.9373689929678524,-0.7709812535279673,-0.8369811537016743,1.0
-0.1566832562745011,-0.18493793496494093,-2.052875175439777,-0.5530080127112826,1.0
0.9097760970076857,-0.9740183948583694,0.3203777314607708,-0.6210904510032392,1.0
-2.31328180460554,0.5639454421074155,0.715608069307817,0.0139105156896092,1.0
0.5869324387328347,-0.5949910019286764,0.7605047677103051,-0.03793830334297541,1.0
-1.4664402043835192,0.12579325016658632,-1.3471853640852938,1.7222447889829833,1.0
1.4711774910571696,0.752895402996992,0.5255914127564213,2.9194576505496137,1.0
-0.9287088728036194,-2.0683549450271124,-0.9980909325186255,-0.39571026135287374,1.0
2.354232294254974,2.8554317569826866,0.970050409493083,1.8149883832061575,1.0
-0.45298135834912207,-0.9992741062410542,1.7821361290440474,-1.9641293863246383,1.0
1.034220462480203,1.0809589153921357,-1.4949794832696142,-1.2159856696579423,1.0
-0.8485324461684124,-0.000987418836174196,-0.3334441960996122,-1.4522609949702308,1.0
-0.683190510627462,0.32204790488720436,-0.4596101280587647,-0.3432787657264004,1.0
0.05327541430555043,-1.2342686115117756,-0.6371318720205185,-0.8398258262809857,1.0
-1.1204141057837247,0.425013039748467,0.059037279834651915,-0.4514420530761205,1.0
