"","story","math"
"1",0.551536233217129,0.612874298139964
"2",0.488118343209959,0.399813636534485
"3",0.537156384466046,0.366369265831899
"4",0.471620008289066,0.549427392655341
"5",0.576637234433328,0.463851072528702
"6",0.639864176455451,0.541429723501885
"7",0.543855045156762,0.529931781110381
"8",0.529334944692418,0.460153582302343
"9",0.571620811083785,0.507300857326314
"10",0.56027194197075,0.429452469921778
"11",0.635564001504956,0.557541720728969
"12",0.646042207984512,0.420435138049688
"13",0.548893605610746,0.531266089329542
"14",0.611687824544541,0.492458787741777
"15",0.573956909158125,0.497299392253581
"16",0.591060357252984,0.431508275153336
"17",0.563581390654421,0.605443666120961
"18",0.591827605776058,0.526650974043824
"19",0.522147184786031,0.67752382208581
"20",0.646957371210294,0.495275799215248
"21",0.564695713043659,0.500768964979618
"22",0.517689889210236,0.572189520314732
"23",0.479880683845293,0.483616035565618
"24",0.660307206877525,0.474423946975008
"25",0.542650863462314,0.432190117154369
"26",0.596654782961238,0.445189884662155
"27",0.566560994967746,0.467349484099565
"28",0.600975488171035,0.449753756310806
"29",0.609396220248663,0.422998646511455
"30",0.648471252660813,0.522052273867479
"31",0.623302146656202,0.379246658316686
"32",0.590314229231275,0.516911436651542
"33",0.571124232377375,0.40725522895535
"34",0.632485529526741,0.380533530055258
"35",0.547150158697268,0.589091175918926
"36",0.625660445939228,0.543725942513361
"37",0.516467054929245,0.600269003368962
"38",0.573339027690949,0.413796676442299
"39",0.645137831589648,0.441936495511366
"40",0.630132562183398,0.493749818047664
"41",0.668660808311502,0.392034287540053
"42",0.594100496987906,0.446955892098696
"43",0.665331261202874,0.461990331566395
"44",0.615329158723022,0.558047334500123
"45",0.524989511837596,0.458569788773475
"46",0.50053294843512,0.619527060418444
"47",0.533702455769641,0.500694269471081
"48",0.613264912838661,0.516603677648671
"49",0.525416364976879,0.522699676440711
"50",0.531626203653894,0.443694922167543
"51",0.59409463369074,0.448399039820558
"52",0.58135662348247,0.401608166958683
"53",0.596399531807429,0.448306499481677
"54",0.581646801736928,0.44069879934301
"55",0.601614530873295,0.503023876370388
"56",0.626047954286437,0.556794743292424
"57",0.528308627724948,0.427902809916183
"58",0.593489206668013,0.449675316084222
"59",0.505741027247176,0.411271931718528
"60",0.641303561775605,0.577740020591289
"61",0.618158661458793,0.530448736131088
"62",0.633340800867541,0.534446768810697
"63",0.607079204452668,0.497548952553633
"64",0.691060848362166,0.511555140965075
"65",0.64938121790556,0.564078826391935
"66",0.693785642602093,0.389243824931647
"67",0.552356738710019,0.52491426481771
"68",0.544827142852456,0.372582647159483
"69",0.568657585957739,0.333125596026117
"70",0.522599451490414,0.470021822703981
"71",0.56921882123182,0.432081623460093
"72",0.509610594077592,0.478598778418133
"73",0.51974374998963,0.687179154878263
"74",0.587930518901381,0.499715034335626
"75",0.514080866336894,0.450615733746616
"76",0.623964165425839,0.554729063379214
"77",0.649210041178356,0.545261956772536
"78",0.552576512685205,0.496503428766523
"79",0.582837259339157,0.39774061161766
"80",0.611630331843322,0.677986416158324
"81",0.668474472665217,0.532342784138912
"82",0.510514555439707,0.50795752144317
"83",0.60545411414479,0.458309111557724
"84",0.599330107608797,0.528521633951099
"85",0.611352851074349,0.405714612357155
"86",0.52584017046099,0.489233785008519
"87",0.48924091135004,0.522420333577862
"88",0.547896465043386,0.433581379740221
"89",0.533484799009066,0.534900539358356
"90",0.522413929636976,0.512314227453234
"91",0.603755857615516,0.502714766185183
"92",0.499394605279417,0.520922403409918
"93",0.64118297823423,0.517540318631187
"94",0.530339694285996,0.516037697573439
"95",0.615810245848456,0.508175261599852
"96",0.415114577124393,0.407848925780193
"97",0.570083378379019,0.45895625760939
"98",0.356705885220842,0.432652401989522
"99",0.512415484115307,0.459825459605132
"100",0.535178854469866,0.515490094843415
"101",0.569725705521606,0.509831218778518
"102",0.520544470010674,0.4926981982983
"103",0.525971060866128,0.317528149224164
"104",0.705923166344178,0.464262107725127
"105",0.620984134096565,0.565806177550832
"106",0.664644833851285,0.532893251159601
"107",0.532449733045957,0.480413589783017
"108",0.512600568700686,0.55449690454831
"109",0.494060070636088,0.53665036766898
"110",0.610177947296672,0.505384255666717
"111",0.592180115180177,0.380374630724801
"112",0.495743680772476,0.419711819893277
"113",0.535922035544192,0.503708725063114
"114",0.544481569629696,0.41936389470885
"115",0.517550286711782,0.45777170136429
"116",0.636863803956983,0.538357259940041
"117",0.548181789802123,0.375929841417769
"118",0.573086801989046,0.581409863826443
