story1,story2,math1,math2,zyg
0.6585538983345032,0.311284601688385,0.09791536629199982,0.08374021202325821,1.0
-0.9081889390945435,-0.8314934372901917,-0.4978249669075012,-1.1061711311340332,1.0
-1.7565829753875732,-2.0856075286865234,1.6778043508529663,2.1845154762268066,1.0
0.2676604986190796,0.8940521478652954,0.8735584616661072,1.0162794589996338,1.0
-0.9040416479110718,0.08468754589557648,-0.048106174916028976,0.04340961575508118,1.0
-0.17527927458286285,-0.3264109492301941,0.9765349626541138,0.7150334119796753,1.0
0.7719739675521851,-0.13180017471313477,0.7645168900489807,0.7833773493766785,1.0
1.0757633447647095,-0.356892466545105,-2.8108410835266113,-1.0214800834655762,1.0
-0.2423287332057953,-0.6099409461021423,0.22038882970809937,0.011547744274139404,1.0
-0.014314019121229649,0.15818695724010468,1.7021839618682861,0.022564463317394257,1.0
-0.2814963459968567,-0.9781726598739624,-0.25223681330680847,0.34470564126968384,1.0
0.33950358629226685,0.039652660489082336,0.25061988830566406,0.2414642572402954,1.0
0.11168770492076874,0.8286310434341431,1.1036584377288818,-0.2897953689098358,1.0
-1.822398066520691,-0.7260122299194336,1.107861876487732,0.9849733114242554,1.0
-0.2988641560077667,-0.04717763140797615,1.2110497951507568,1.226261019706726,1.0
-1.3731062412261963,0.5654087662696838,-0.49851536750793457,-0.6763712167739868,1.0
0.6219145655632019,-0.22271083295345306,0.42187634110450745,0.05464411899447441,1.0
1.2990885972976685,-0.10110955685377121,-1.2395429611206055,-0.5589017271995544,1.0
0.5423311591148376,1.590676188468933,-0.553121030330658,-0.4754568934440613,1.0
-1.3868458271026611,-0.6769262552261353,-0.55257648229599,-0.1649467945098877,1.0
-1.5319691896438599,-0.631934404373169,1.4827594757080078,0.8065377473831177,1.0
-1.1862077713012695,-1.13670015335083,0.41923683881759644,0.5085857510566711,1.0
-0.13621121644973755,0.36525213718414307,0.17116610705852509,-0.12540428340435028,1.0
-1.3656179904937744,-1.4852410554885864,-0.16387271881103516,0.34672489762306213,1.0
0.9346646070480347,0.27132391929626465,0.4697142541408539,1.240615963935852,1.0
0.06162029877305031,0.18760782480239868,0.029772041365504265,-0.19220595061779022,1.0
1.064156174659729,-0.9090278148651123,-1.527901291847229,0.7712687253952026,1.0
-1.6626261472702026,-0.4643354117870331,1.251204490661621,0.8161657452583313,1.0
-0.08469820767641068,-0.21272487938404083,0.40661144256591797,0.7723088264465332,1.0
0.7586050629615784,2.1652159690856934,0.499296098947525,-2.211153507232666,1.0
2.3318498134613037,3.3844597339630127,-0.9694099426269531,-1.6191492080688477,1.0
0.4773269593715668,-0.5735211372375488,-0.3083440065383911,0.11135244369506836,1.0
-0.11288931965827942,-0.39493224024772644,-0.3526996076107025,-0.1625121682882309,1.0
-0.4626576900482178,-0.8601287603378296,1.4549649953842163,0.6889962553977966,1.0
-0.9273756742477417,-1.2264399528503418,0.425071656703949,0.7478749752044678,1.0
0.13438667356967926,1.047347903251648,-0.13497808575630188,-0.796381413936615,1.0
-1.7993437051773071,-0.44991493225097656,-0.045054689049720764,-1.863446593284607,1.0
1.1669219732284546,0.3714834153652191,0.057464350014925,-0.495118111371994,1.0
0.8082102537155151,1.5662405490875244,-0.9951078295707703,-2.1661665439605713,1.0
1.9545079469680786,-0.12540599703788757,-1.050254225730896,0.7585271000862122,1.0
0.35254770517349243,-0.4881245195865631,-0.9691118597984314,-0.9022448062896729,1.0
-0.7179335951805115,-0.14573119580745697,0.5408745408058167,-0.06836384534835815,1.0
1.8508999347686768,1.1113572120666504,-0.7316913604736328,-0.5559300780296326,1.0
0.2254519909620285,-0.4428354799747467,0.12212715297937393,-0.48083776235580444,1.0
2.393040657043457,1.106999158859253,0.026561947539448738,-0.25968894362449646,1.0
1.2336280345916748,0.7802611589431763,-0.045108530670404434,-1.1394903659820557,1.0
0.26811134815216064,-1.1635113954544067,1.132708191871643,1.937259316444397,1.0
-0.47919806838035583,-0.035532232373952866,1.687930703163147,0.8995089530944824,1.0
0.5954644083976746,-0.30887216329574585,-1.3637574911117554,-0.6041874289512634,1.0
-1.4635627269744873,-0.11988677829504013,0.8366444706916809,0.07391354441642761,1.0
-0.8597755432128906,-0.943085789680481,1.4346836805343628,2.485654354095459,1.0
-1.4434627294540405,-0.7368318438529968,0.37625887989997864,1.1850755214691162,1.0
-0.34672582149505615,0.07520619034767151,-0.8719775676727295,-1.3130161762237549,1.0
-1.0161224603652954,-0.7649859189987183,-0.3005867898464203,-0.4832392632961273,1.0
-0.9276611804962158,-0.6252133846282959,-0.3423326313495636,1.3619829416275024,1.0
-1.4529778957366943,-0.7725649476051331,3.42972469329834,1.6358212232589722,1.0
-1.3397493362426758,-1.5706074237823486,1.431474208831787,1.1948765516281128,1.0
-0.27632784843444824,-1.099128246307373,-0.0316007174551487,0.8083364367485046,1.0
-1.3938241004943848,-2.260425329208374,0.8451375365257263,2.408389091491699,1.0
1.3668973445892334,-0.22263522446155548,-0.05672910436987877,1.2567297220230103,1.0
-1.0995362997055054,-1.4636473655700684,0.6554297804832458,0.18368704617023468,1.0
-0.5180509686470032,-1.0191909074783325,-0.619299590587616,0.5857753753662109,1.0
